ID,Survey_Period,RESP_ID,Which group best describes you?,Attribute,Response,QuestionID,Category,Question Intent,Order,Start time,Completion time
27,Fall_2025,Fall_2025_27,Parent,How well does the College address any concerns you raise about your child?,7,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,27,27
28,Fall_2025,Fall_2025_28,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,7,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,28,28
28,Fall_2025,Fall_2025_28,Student,How well does the academic workload challenge you without being overwhelming?,5,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,28,28
28,Fall_2025,Fall_2025_28,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,28,28
28,Fall_2025,Fall_2025_28,Student,How effective are your teachers in helping you understand course material and stay engaged?,4,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,28,28
28,Fall_2025,Fall_2025_28,Student,How safe and supported do you feel in your school environment?,5,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,28,28
29,Fall_2025,Fall_2025_29,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,29,29
29,Fall_2025,Fall_2025_29,Parent,How well does the academic workload challenge your child without being overwhelming?,8,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,29,29
29,Fall_2025,Fall_2025_29,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,7,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,29,29
29,Fall_2025,Fall_2025_29,Parent,How effective is the College in preparing your child for future academic and personal success?,8,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,29,29
29,Fall_2025,Fall_2025_29,Parent,How well does the College address any concerns you raise about your child?,8,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,29,29
30,Fall_2025,Fall_2025_30,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,9,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,30,30
30,Fall_2025,Fall_2025_30,Student,How well does the academic workload challenge you without being overwhelming?,7,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,30,30
30,Fall_2025,Fall_2025_30,Student,How satisfied are you with the support and resources available to help you succeed academically?,7,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,30,30
30,Fall_2025,Fall_2025_30,Student,How effective are your teachers in helping you understand course material and stay engaged?,9,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,30,30
30,Fall_2025,Fall_2025_30,Student,How safe and supported do you feel in your school environment?,10,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,30,30
31,Fall_2025,Fall_2025_31,Student,How likely are you to recommend De La Salle College to others based on your experience with the quality of education?,8,StudentHow likely are you to recommend De La Salle College to others based on your experience with the quality of education?,NPS,1. Likelihood to Recommend,1,31,31
31,Fall_2025,Fall_2025_31,Student,How well does the academic workload challenge you without being overwhelming?,9,StudentHow well does the academic workload challenge you without being overwhelming?,NPS,2. Quality & Workload of Education,2,31,31
31,Fall_2025,Fall_2025_31,Student,How satisfied are you with the support and resources available to help you succeed academically?,3,StudentHow satisfied are you with the support and resources available to help you succeed academically?,NPS,4. Resources & Support,3,31,31
31,Fall_2025,Fall_2025_31,Student,How effective are your teachers in helping you understand course material and stay engaged?,3,StudentHow effective are your teachers in helping you understand course material and stay engaged?,NPS,3. Preparation,4,31,31
31,Fall_2025,Fall_2025_31,Student,How safe and supported do you feel in your school environment?,9,StudentHow safe and supported do you feel in your school environment?,NPS,5. Values and Standards,5,31,31
32,Fall_2025,Fall_2025_32,Parent,How likely are you to recommend De La Salle College to others based on the education your child receives?,10,ParentHow likely are you to recommend De La Salle College to others based on the education your child receives?,NPS,1. Likelihood to Recommend,1,32,32
32,Fall_2025,Fall_2025_32,Parent,How well does the academic workload challenge your child without being overwhelming?,9,ParentHow well does the academic workload challenge your child without being overwhelming?,NPS,2. Quality & Workload of Education,2,32,32
32,Fall_2025,Fall_2025_32,Parent,How satisfied are you with the College's communication and support regarding your child's progress and well-being?,5,ParentHow satisfied are you with the College's communication and support regarding your child's progress and well-being?,NPS,4. Resources & Support,3,32,32
32,Fall_2025,Fall_2025_32,Parent,How effective is the College in preparing your child for future academic and personal success?,9,ParentHow effective is the College in preparing your child for future academic and personal success?,NPS,3. Preparation,4,32,32
32,Fall_2025,Fall_2025_32,Parent,How well does the College address any concerns you raise about your child?,7,ParentHow well does the College address any concerns you raise about your child?,NPS,5. Values and Standards,5,32,32
33,Fall_2025,Fall_2025_33,Staff member,How likely are you to recommend De La Salle College as a place to work?,7,Staff memberHow likely are you to recommend De La Salle College as a place to work?,NPS,1. Likelihood to Recommend,1,33,33
